"week_date","week_number","month_number","calendar_year","region","platform","segment","age_band","demographic","customer_type","transactions","sales","avg_transaction"
"2018-05-07",19,5,2018,"EUROPE","Retail","C2","Middle Aged","Couples","Existing",7840,398166,"50.00"
"2018-05-07",19,5,2018,"SOUTH AMERICA","Shopify","F2","Middle Aged","Families","Existing",26,5449,"209.00"
"2018-05-07",19,5,2018,"EUROPE","Shopify","F3","Retires","Families","Existing",96,30937,"322.00"
"2018-05-07",19,5,2018,"SOUTH AMERICA","Retail","C1","Young Adults","Couples","New",1764,39951,"22.00"
"2018-05-07",19,5,2018,"SOUTH AMERICA","Retail","C3","Retires","Couples","Existing",969,46408,"47.00"
"2018-05-07",19,5,2018,"OCEANIA","Retail","F1","Young Adults","Families","Existing",122244,6543649,"53.00"
"2018-05-07",19,5,2018,"EUROPE","Retail","C3","Retires","Couples","New",3790,159836,"42.00"
"2018-05-07",19,5,2018,"EUROPE","Shopify","F1","Young Adults","Families","Existing",92,20359,"221.00"
"2018-05-07",19,5,2018,"EUROPE","Retail","C2","Middle Aged","Couples","New",2660,96227,"36.00"
"2018-05-07",19,5,2018,"CANADA","Shopify","C1","Young Adults","Couples","Existing",283,47667,"168.00"
"2018-05-07",19,5,2018,"AFRICA","Shopify","F2","Middle Aged","Families","New",220,36417,"165.00"
"2018-05-07",19,5,2018,"SOUTH AMERICA","Shopify","C4","Retires","Couples","New",3,536,"178.00"
"2018-05-07",19,5,2018,"USA","Retail","C3","Retires","Couples","Existing",77757,4661682,"59.00"
"2018-05-07",19,5,2018,"AFRICA","Retail","unknown","unknown","unknown","Existing",28926,1396563,"48.00"
"2018-05-07",19,5,2018,"ASIA","Retail","F1","Young Adults","Families","New",29737,976284,"32.00"
"2018-05-07",19,5,2018,"OCEANIA","Retail","F3","Retires","Families","Existing",439514,25516277,"58.00"
"2018-05-07",19,5,2018,"ASIA","Shopify","F1","Young Adults","Families","Existing",1103,200485,"181.00"
"2018-05-07",19,5,2018,"CANADA","Shopify","unknown","unknown","unknown","Guest",688,118462,"172.00"
"2018-05-07",19,5,2018,"AFRICA","Shopify","C1","Young Adults","Couples","New",191,25779,"134.00"
"2018-05-07",19,5,2018,"EUROPE","Retail","unknown","unknown","unknown","New",3332,143888,"43.00"
"2018-05-07",19,5,2018,"OCEANIA","Shopify","C3","Retires","Couples","Existing",2536,518936,"204.00"
"2018-05-07",19,5,2018,"AFRICA","Shopify","F1","Young Adults","Families","Existing",1513,290224,"191.00"
"2018-05-07",19,5,2018,"SOUTH AMERICA","Shopify","unknown","unknown","unknown","New",50,8077,"161.00"
"2018-05-07",19,5,2018,"AFRICA","Retail","F3","Retires","Families","Existing",321410,19340602,"60.00"
"2018-05-07",19,5,2018,"CANADA","Retail","F2","Middle Aged","Families","Existing",51706,3012494,"58.00"
"2018-05-07",19,5,2018,"OCEANIA","Retail","C3","Retires","Couples","New",132711,4477119,"33.00"
"2018-05-07",19,5,2018,"EUROPE","Shopify","unknown","unknown","unknown","Existing",16,3995,"249.00"
"2018-05-07",19,5,2018,"CANADA","Retail","F1","Young Adults","Families","Existing",21546,1228911,"57.00"
"2018-05-07",19,5,2018,"OCEANIA","Shopify","C4","Retires","Couples","New",58,7712,"132.00"
"2018-05-07",19,5,2018,"USA","Retail","F1","Young Adults","Families","Existing",33317,2168166,"65.00"
"2018-05-07",19,5,2018,"AFRICA","Shopify","unknown","unknown","unknown","Guest",2838,516113,"181.00"
"2018-05-07",19,5,2018,"CANADA","Shopify","F2","Middle Aged","Families","New",57,8734,"153.00"
"2018-05-07",19,5,2018,"ASIA","Retail","F3","Retires","Families","Existing",320084,16749175,"52.00"
"2018-05-07",19,5,2018,"OCEANIA","Retail","F1","Young Adults","Families","New",39704,1378971,"34.00"
"2018-05-07",19,5,2018,"EUROPE","Shopify","F1","Young Adults","Families","New",4,425,"106.00"
"2018-05-07",19,5,2018,"SOUTH AMERICA","Retail","C4","Retires","Couples","New",232,9590,"41.00"
"2018-05-07",19,5,2018,"CANADA","Retail","C1","Young Adults","Couples","Existing",49832,2193324,"44.00"
"2018-05-07",19,5,2018,"OCEANIA","Retail","F2","Middle Aged","Families","Existing",291538,16407663,"56.00"
"2018-05-07",19,5,2018,"USA","Shopify","C3","Retires","Couples","Existing",905,195036,"215.00"
"2018-05-07",19,5,2018,"CANADA","Shopify","C4","Retires","Couples","Existing",47,8592,"182.00"
"2018-05-07",19,5,2018,"USA","Retail","C4","Retires","Couples","Existing",28574,1631576,"57.00"
"2018-05-07",19,5,2018,"AFRICA","Retail","C2","Middle Aged","Couples","Existing",83603,3902159,"46.00"
"2018-05-07",19,5,2018,"ASIA","Shopify","F2","Middle Aged","Families","Existing",1598,316822,"198.00"
"2018-05-07",19,5,2018,"CANADA","Shopify","C1","Young Adults","Couples","New",70,10003,"142.00"
"2018-05-07",19,5,2018,"USA","Retail","F2","Middle Aged","Families","New",26414,1108239,"41.00"
"2018-05-07",19,5,2018,"EUROPE","Retail","F3","Retires","Families","Existing",15602,989622,"63.00"
"2018-05-07",19,5,2018,"OCEANIA","Shopify","unknown","unknown","unknown","New",363,61044,"168.00"
"2018-05-07",19,5,2018,"AFRICA","Retail","F2","Middle Aged","Families","Existing",235684,13855830,"58.00"
"2018-05-07",19,5,2018,"AFRICA","Retail","C3","Retires","Couples","Existing",220876,11965895,"54.00"
"2018-05-07",19,5,2018,"USA","Retail","F3","Retires","Families","Existing",113164,7532908,"66.00"
"2018-05-07",19,5,2018,"USA","Shopify","C4","Retires","Couples","New",13,3011,"231.00"
"2018-05-07",19,5,2018,"ASIA","Retail","F3","Retires","Families","New",83982,2720566,"32.00"
"2018-05-07",19,5,2018,"CANADA","Shopify","C3","Retires","Couples","New",52,7533,"144.00"
"2018-05-07",19,5,2018,"AFRICA","Retail","F1","Young Adults","Families","Existing",83982,4851788,"57.00"
"2018-05-07",19,5,2018,"ASIA","Shopify","C4","Retires","Couples","New",24,3317,"138.00"
"2018-05-07",19,5,2018,"ASIA","Retail","F1","Young Adults","Families","Existing",80722,4019483,"49.00"
"2018-05-07",19,5,2018,"OCEANIA","Retail","F2","Middle Aged","Families","New",89907,3219187,"35.00"
"2018-05-07",19,5,2018,"EUROPE","Shopify","F2","Middle Aged","Families","New",7,1620,"231.00"
"2018-05-07",19,5,2018,"CANADA","Shopify","F1","Young Adults","Families","New",40,7053,"176.00"
"2018-05-07",19,5,2018,"SOUTH AMERICA","Shopify","C3","Retires","Couples","New",21,3916,"186.00"
"2018-05-07",19,5,2018,"EUROPE","Retail","F1","Young Adults","Families","Existing",5849,373365,"63.00"
"2018-05-07",19,5,2018,"CANADA","Retail","C2","Middle Aged","Couples","New",13052,414658,"31.00"
"2018-05-07",19,5,2018,"USA","Shopify","C1","Young Adults","Couples","New",137,19483,"142.00"
"2018-05-07",19,5,2018,"AFRICA","Shopify","C4","Retires","Couples","New",29,5386,"185.00"
"2018-05-07",19,5,2018,"OCEANIA","Shopify","C1","Young Adults","Couples","New",332,45304,"136.00"
"2018-05-07",19,5,2018,"AFRICA","Retail","F2","Middle Aged","Families","New",62461,2362346,"37.00"
"2018-05-07",19,5,2018,"CANADA","Shopify","F3","Retires","Families","Existing",365,68964,"188.00"
"2018-05-07",19,5,2018,"USA","Retail","C3","Retires","Couples","New",39682,1624628,"40.00"
"2018-05-07",19,5,2018,"SOUTH AMERICA","Retail","C3","Retires","Couples","New",870,32477,"37.00"
"2018-05-07",19,5,2018,"CANADA","Retail","unknown","unknown","unknown","Existing",6821,337741,"49.00"
"2018-05-07",19,5,2018,"ASIA","Shopify","C2","Middle Aged","Couples","Existing",1106,206943,"187.00"
"2018-05-07",19,5,2018,"OCEANIA","Shopify","C3","Retires","Couples","New",319,66752,"209.00"
"2018-05-07",19,5,2018,"USA","Retail","C2","Middle Aged","Couples","New",22783,822490,"36.00"
"2018-05-07",19,5,2018,"SOUTH AMERICA","Retail","unknown","unknown","unknown","New",2056,65931,"32.00"
"2018-05-07",19,5,2018,"USA","Shopify","unknown","unknown","unknown","New",103,18476,"179.00"
"2018-05-07",19,5,2018,"CANADA","Shopify","unknown","unknown","unknown","Existing",48,8133,"169.00"
"2018-05-07",19,5,2018,"USA","Retail","unknown","unknown","unknown","Existing",9515,499443,"52.00"
"2018-05-07",19,5,2018,"AFRICA","Retail","F1","Young Adults","Families","New",23186,877712,"37.00"
"2018-05-07",19,5,2018,"AFRICA","Shopify","unknown","unknown","unknown","New",201,34202,"170.00"
"2018-05-07",19,5,2018,"AFRICA","Retail","unknown","unknown","unknown","Guest",1603236,45446966,"28.00"
"2018-05-07",19,5,2018,"USA","Shopify","F2","Middle Aged","Families","Existing",1523,334679,"219.00"
"2018-05-07",19,5,2018,"SOUTH AMERICA","Retail","C4","Retires","Couples","Existing",306,14185,"46.00"
"2018-05-07",19,5,2018,"SOUTH AMERICA","Shopify","C2","Middle Aged","Couples","New",32,5750,"179.00"
"2018-05-07",19,5,2018,"EUROPE","Retail","C4","Retires","Couples","New",1130,42856,"37.00"
"2018-05-07",19,5,2018,"EUROPE","Shopify","unknown","unknown","unknown","New",12,2432,"202.00"
"2018-05-07",19,5,2018,"OCEANIA","Retail","unknown","unknown","unknown","Guest",2421353,62183194,"25.00"
"2018-05-07",19,5,2018,"EUROPE","Shopify","unknown","unknown","unknown","Guest",164,36631,"223.00"
"2018-05-07",19,5,2018,"ASIA","Retail","F2","Middle Aged","Families","New",67670,2192280,"32.00"
"2018-05-07",19,5,2018,"CANADA","Retail","C4","Retires","Couples","Existing",20677,1085943,"52.00"
"2018-05-07",19,5,2018,"SOUTH AMERICA","Shopify","F3","Retires","Families","New",2,475,"237.00"
"2018-05-07",19,5,2018,"AFRICA","Retail","C4","Retires","Couples","New",39667,1364997,"34.00"
"2018-05-07",19,5,2018,"ASIA","Retail","C3","Retires","Couples","Existing",188304,8836790,"46.00"
"2018-05-07",19,5,2018,"SOUTH AMERICA","Shopify","F1","Young Adults","Families","Existing",24,6572,"273.00"
"2018-05-07",19,5,2018,"ASIA","Retail","C1","Young Adults","Couples","New",113554,2573019,"22.00"
"2018-05-07",19,5,2018,"OCEANIA","Retail","C1","Young Adults","Couples","New",144963,3521055,"24.00"
"2018-05-07",19,5,2018,"EUROPE","Retail","F2","Middle Aged","Families","New",1613,70184,"43.00"
"2018-05-07",19,5,2018,"EUROPE","Shopify","C1","Young Adults","Couples","New",13,1651,"127.00"
"2018-05-07",19,5,2018,"USA","Retail","C4","Retires","Couples","New",15170,564827,"37.00"
"2018-05-07",19,5,2018,"AFRICA","Shopify","C4","Retires","Couples","Existing",225,43479,"193.00"
"2018-05-07",19,5,2018,"CANADA","Retail","F1","Young Adults","Families","New",7411,273159,"36.00"
"2018-05-07",19,5,2018,"SOUTH AMERICA","Shopify","F2","Middle Aged","Families","New",10,1651,"165.00"
"2018-05-07",19,5,2018,"OCEANIA","Retail","unknown","unknown","unknown","New",86385,3196932,"37.00"
"2018-05-07",19,5,2018,"SOUTH AMERICA","Shopify","F1","Young Adults","Families","New",8,1246,"155.00"
"2018-05-07",19,5,2018,"OCEANIA","Retail","unknown","unknown","unknown","Existing",38991,1742168,"44.00"
"2018-05-07",19,5,2018,"ASIA","Retail","F2","Middle Aged","Families","Existing",185200,9439234,"50.00"
"2018-05-07",19,5,2018,"AFRICA","Retail","unknown","unknown","unknown","New",62167,2578025,"41.00"
"2018-05-07",19,5,2018,"CANADA","Shopify","C2","Middle Aged","Couples","New",60,9431,"157.00"
"2018-05-07",19,5,2018,"ASIA","Shopify","F2","Middle Aged","Families","New",156,22134,"141.00"
"2018-05-07",19,5,2018,"ASIA","Shopify","F3","Retires","Families","New",70,10395,"148.00"
"2018-05-07",19,5,2018,"ASIA","Retail","C1","Young Adults","Couples","Existing",145806,5046895,"34.00"
"2018-05-07",19,5,2018,"ASIA","Retail","unknown","unknown","unknown","Guest",1943943,47337829,"24.00"
"2018-05-07",19,5,2018,"OCEANIA","Retail","C3","Retires","Couples","Existing",262989,13605415,"51.00"
"2018-05-07",19,5,2018,"USA","Retail","C1","Young Adults","Couples","New",33716,994219,"29.00"
"2018-05-07",19,5,2018,"OCEANIA","Shopify","F1","Young Adults","Families","New",265,40846,"154.00"
"2018-05-07",19,5,2018,"SOUTH AMERICA","Shopify","C4","Retires","Couples","Existing",6,1089,"181.00"
"2018-05-07",19,5,2018,"ASIA","Shopify","C1","Young Adults","Couples","Existing",654,114185,"174.00"
"2018-05-07",19,5,2018,"CANADA","Retail","C4","Retires","Couples","New",11393,384541,"33.00"
"2018-05-07",19,5,2018,"USA","Retail","F3","Retires","Families","New",25705,1071436,"41.00"
"2018-05-07",19,5,2018,"OCEANIA","Shopify","F3","Retires","Families","New",164,25718,"156.00"
"2018-05-07",19,5,2018,"CANADA","Shopify","unknown","unknown","unknown","New",49,8297,"169.00"
"2018-05-07",19,5,2018,"CANADA","Retail","F3","Retires","Families","New",18148,671911,"37.00"
"2018-05-07",19,5,2018,"USA","Shopify","F3","Retires","Families","Existing",770,179871,"233.00"
"2018-05-07",19,5,2018,"SOUTH AMERICA","Retail","unknown","unknown","unknown","Existing",525,16282,"31.00"
"2018-05-07",19,5,2018,"AFRICA","Retail","C1","Young Adults","Couples","New",88637,2306608,"26.00"
"2018-05-07",19,5,2018,"ASIA","Shopify","unknown","unknown","unknown","Existing",167,30200,"180.00"
"2018-05-07",19,5,2018,"ASIA","Shopify","C4","Retires","Couples","Existing",171,30722,"179.00"
"2018-05-07",19,5,2018,"EUROPE","Retail","F2","Middle Aged","Families","Existing",12576,819151,"65.00"
"2018-05-07",19,5,2018,"EUROPE","Shopify","C1","Young Adults","Couples","Existing",79,14849,"187.00"
"2018-05-07",19,5,2018,"CANADA","Shopify","C3","Retires","Couples","Existing",388,75075,"193.00"
"2018-05-07",19,5,2018,"EUROPE","Retail","C1","Young Adults","Couples","Existing",13273,620059,"46.00"
"2018-05-07",19,5,2018,"ASIA","Shopify","C1","Young Adults","Couples","New",157,20971,"133.00"
"2018-05-07",19,5,2018,"EUROPE","Retail","C4","Retires","Couples","Existing",3654,203958,"55.00"
"2018-05-07",19,5,2018,"USA","Shopify","C1","Young Adults","Couples","Existing",576,108407,"188.00"
"2018-05-07",19,5,2018,"AFRICA","Shopify","C2","Middle Aged","Couples","Existing",1360,265890,"195.00"
"2018-05-07",19,5,2018,"SOUTH AMERICA","Retail","F1","Young Adults","Families","New",228,8434,"36.00"
"2018-05-07",19,5,2018,"CANADA","Retail","unknown","unknown","unknown","Guest",440892,11668138,"26.00"
"2018-05-07",19,5,2018,"SOUTH AMERICA","Retail","F3","Retires","Families","New",380,13949,"36.00"
"2018-05-07",19,5,2018,"AFRICA","Shopify","F2","Middle Aged","Families","Existing",2730,568272,"208.00"
"2018-05-07",19,5,2018,"OCEANIA","Shopify","C2","Middle Aged","Couples","Existing",2731,539794,"197.00"
"2018-05-07",19,5,2018,"CANADA","Shopify","C2","Middle Aged","Couples","Existing",363,68351,"188.00"
"2018-05-07",19,5,2018,"AFRICA","Shopify","C1","Young Adults","Couples","Existing",984,171730,"174.00"
"2018-05-07",19,5,2018,"ASIA","Shopify","C3","Retires","Couples","Existing",1012,194592,"192.00"
"2018-05-07",19,5,2018,"EUROPE","Retail","C1","Young Adults","Couples","New",4305,132892,"30.00"
"2018-05-07",19,5,2018,"USA","Shopify","unknown","unknown","unknown","Guest",1776,348136,"196.00"
"2018-05-07",19,5,2018,"EUROPE","Retail","C3","Retires","Couples","Existing",12330,695066,"56.00"
"2018-05-07",19,5,2018,"ASIA","Retail","C4","Retires","Couples","New",45652,1330291,"29.00"
"2018-05-07",19,5,2018,"USA","Shopify","C3","Retires","Couples","New",98,17443,"177.00"
"2018-05-07",19,5,2018,"OCEANIA","Retail","C4","Retires","Couples","New",55675,1782764,"32.00"
"2018-05-07",19,5,2018,"CANADA","Shopify","F3","Retires","Families","New",24,3590,"149.00"
"2018-05-07",19,5,2018,"ASIA","Shopify","C2","Middle Aged","Couples","New",217,29959,"138.00"
"2018-05-07",19,5,2018,"SOUTH AMERICA","Shopify","unknown","unknown","unknown","Existing",21,4972,"236.00"
"2018-05-07",19,5,2018,"EUROPE","Shopify","C3","Retires","Couples","Existing",133,30688,"230.00"
"2018-04-02",14,4,2018,"ASIA","Retail","C3","Retires","Couples","New",108281,3437827,"31.00"
"2018-05-07",19,5,2018,"SOUTH AMERICA","Retail","C2","Middle Aged","Couples","Existing",534,23213,"43.00"
"2018-05-07",19,5,2018,"EUROPE","Retail","F1","Young Adults","Families","New",946,40720,"43.00"
"2018-05-07",19,5,2018,"USA","Shopify","F1","Young Adults","Families","New",100,16629,"166.00"
"2018-05-07",19,5,2018,"OCEANIA","Shopify","C2","Middle Aged","Couples","New",462,69443,"150.00"
"2018-05-07",19,5,2018,"SOUTH AMERICA","Retail","F1","Young Adults","Families","Existing",524,24580,"46.00"
"2018-05-07",19,5,2018,"EUROPE","Shopify","C2","Middle Aged","Couples","Existing",106,34974,"329.00"
"2018-05-07",19,5,2018,"OCEANIA","Shopify","C1","Young Adults","Couples","Existing",1704,299698,"175.00"
"2018-05-07",19,5,2018,"SOUTH AMERICA","Shopify","F3","Retires","Families","Existing",13,2951,"227.00"
"2018-05-07",19,5,2018,"SOUTH AMERICA","Retail","C2","Middle Aged","Couples","New",566,18105,"31.00"
"2018-05-07",19,5,2018,"OCEANIA","Shopify","F2","Middle Aged","Families","Existing",4075,854795,"209.00"
"2018-05-07",19,5,2018,"ASIA","Shopify","F3","Retires","Families","Existing",996,200816,"201.00"
"2018-05-07",19,5,2018,"ASIA","Retail","C2","Middle Aged","Couples","Existing",93033,3710548,"39.00"
"2018-05-07",19,5,2018,"EUROPE","Shopify","C3","Retires","Couples","New",9,2108,"234.00"
"2018-05-07",19,5,2018,"OCEANIA","Shopify","F1","Young Adults","Families","Existing",2589,631235,"243.00"
"2018-05-07",19,5,2018,"CANADA","Retail","unknown","unknown","unknown","New",16276,653915,"40.00"
"2018-05-07",19,5,2018,"OCEANIA","Shopify","C4","Retires","Couples","Existing",411,77773,"189.00"
"2018-05-07",19,5,2018,"OCEANIA","Retail","C1","Young Adults","Couples","Existing",204601,7935379,"38.00"
"2018-05-07",19,5,2018,"USA","Shopify","F2","Middle Aged","Families","New",134,22598,"168.00"
"2018-05-07",19,5,2018,"AFRICA","Shopify","F3","Retires","Families","New",93,16335,"175.00"
"2018-05-07",19,5,2018,"AFRICA","Retail","F3","Retires","Families","New",62398,2370701,"37.00"
"2018-05-07",19,5,2018,"EUROPE","Retail","unknown","unknown","unknown","Guest",111471,3615797,"32.00"
"2018-05-07",19,5,2018,"CANADA","Retail","F3","Retires","Families","Existing",74395,4388564,"58.00"
"2018-05-07",19,5,2018,"ASIA","Shopify","C3","Retires","Couples","New",147,21566,"146.00"
"2018-05-07",19,5,2018,"AFRICA","Retail","C4","Retires","Couples","Existing",84553,4579656,"54.00"
"2018-05-07",19,5,2018,"ASIA","Retail","unknown","unknown","unknown","New",66881,2323346,"34.00"
"2018-05-07",19,5,2018,"AFRICA","Shopify","F3","Retires","Families","Existing",1480,318715,"215.00"
"2018-05-07",19,5,2018,"AFRICA","Shopify","C2","Middle Aged","Couples","New",203,30781,"151.00"
"2018-05-07",19,5,2018,"ASIA","Shopify","unknown","unknown","unknown","New",173,29480,"170.00"
"2018-05-07",19,5,2018,"AFRICA","Retail","C2","Middle Aged","Couples","New",50207,1632087,"32.00"
"2018-05-07",19,5,2018,"OCEANIA","Shopify","unknown","unknown","unknown","Guest",5742,1050332,"182.00"
"2018-05-07",19,5,2018,"ASIA","Retail","C4","Retires","Couples","Existing",80386,3707160,"46.00"
"2018-05-07",19,5,2018,"SOUTH AMERICA","Retail","C1","Young Adults","Couples","Existing",1925,56375,"29.00"
"2018-05-07",19,5,2018,"USA","Retail","F1","Young Adults","Families","New",10908,459122,"42.00"
"2018-05-07",19,5,2018,"OCEANIA","Retail","C2","Middle Aged","Couples","New",89863,2585578,"28.00"
"2018-05-07",19,5,2018,"EUROPE","Shopify","C2","Middle Aged","Couples","New",11,2822,"256.00"
"2018-05-07",19,5,2018,"EUROPE","Shopify","F2","Middle Aged","Families","Existing",166,44578,"268.00"
"2018-05-07",19,5,2018,"USA","Shopify","F3","Retires","Families","New",36,6482,"180.00"
"2018-05-07",19,5,2018,"USA","Retail","unknown","unknown","unknown","New",21712,973973,"44.00"
"2018-05-07",19,5,2018,"AFRICA","Shopify","C3","Retires","Couples","New",200,34761,"173.00"
"2018-05-07",19,5,2018,"OCEANIA","Retail","F3","Retires","Families","New",103348,3631855,"35.00"
"2018-05-07",19,5,2018,"USA","Shopify","unknown","unknown","unknown","Existing",129,26274,"203.00"
"2018-05-07",19,5,2018,"EUROPE","Shopify","F3","Retires","Families","New",2,477,"238.00"
"2018-05-07",19,5,2018,"USA","Shopify","C2","Middle Aged","Couples","Existing",830,174966,"210.00"
"2018-05-07",19,5,2018,"ASIA","Retail","unknown","unknown","unknown","Existing",27110,1126810,"41.00"
"2018-05-07",19,5,2018,"USA","Retail","C2","Middle Aged","Couples","Existing",31684,1701039,"53.00"
"2018-05-07",19,5,2018,"SOUTH AMERICA","Shopify","unknown","unknown","unknown","Guest",882,179110,"203.00"
"2018-05-07",19,5,2018,"AFRICA","Shopify","C3","Retires","Couples","Existing",1497,313166,"209.00"
"2018-05-07",19,5,2018,"USA","Retail","C1","Young Adults","Couples","Existing",47317,2175141,"45.00"
"2018-05-07",19,5,2018,"CANADA","Retail","C3","Retires","Couples","New",25940,930840,"35.00"
"2018-05-07",19,5,2018,"SOUTH AMERICA","Shopify","C3","Retires","Couples","Existing",51,11032,"216.00"
"2018-05-07",19,5,2018,"AFRICA","Retail","C1","Young Adults","Couples","Existing",149303,6036915,"40.00"
"2018-05-07",19,5,2018,"SOUTH AMERICA","Shopify","C1","Young Adults","Couples","Existing",47,8925,"189.00"
"2018-05-07",19,5,2018,"CANADA","Retail","C1","Young Adults","Couples","New",30819,828228,"26.00"
"2018-05-07",19,5,2018,"SOUTH AMERICA","Retail","F2","Middle Aged","Families","Existing",875,42345,"48.00"
"2018-05-07",19,5,2018,"USA","Shopify","C2","Middle Aged","Couples","New",132,24336,"184.00"
"2018-05-07",19,5,2018,"CANADA","Shopify","F1","Young Adults","Families","Existing",408,75646,"185.00"
"2018-05-07",19,5,2018,"SOUTH AMERICA","Shopify","C2","Middle Aged","Couples","Existing",85,16295,"191.00"
"2018-05-07",19,5,2018,"AFRICA","Shopify","unknown","unknown","unknown","Existing",246,45538,"185.00"
"2018-05-07",19,5,2018,"ASIA","Retail","C3","Retires","Couples","New",107385,3359062,"31.00"
"2018-05-07",19,5,2018,"OCEANIA","Retail","C4","Retires","Couples","Existing",112580,5837748,"51.00"
"2018-05-07",19,5,2018,"EUROPE","Shopify","C4","Retires","Couples","Existing",5,1168,"233.00"
"2018-05-07",19,5,2018,"USA","Shopify","C4","Retires","Couples","Existing",87,16673,"191.00"
"2018-05-07",19,5,2018,"ASIA","Retail","C2","Middle Aged","Couples","New",72238,1985560,"27.00"
"2018-05-07",19,5,2018,"EUROPE","Retail","F3","Retires","Families","New",1573,64941,"41.00"
"2018-05-07",19,5,2018,"SOUTH AMERICA","Retail","F3","Retires","Families","Existing",995,48038,"48.00"
"2018-05-07",19,5,2018,"CANADA","Retail","C2","Middle Aged","Couples","Existing",16829,800523,"47.00"
"2018-05-07",19,5,2018,"CANADA","Shopify","C4","Retires","Couples","New",7,1342,"191.00"
"2018-05-07",19,5,2018,"USA","Retail","F2","Middle Aged","Families","Existing",83481,5419778,"64.00"
"2018-05-07",19,5,2018,"OCEANIA","Shopify","unknown","unknown","unknown","Existing",412,81168,"197.00"
"2018-05-07",19,5,2018,"AFRICA","Shopify","F1","Young Adults","Families","New",122,19546,"160.00"
"2018-05-07",19,5,2018,"OCEANIA","Shopify","F3","Retires","Families","Existing",2382,511318,"214.00"
"2018-05-07",19,5,2018,"ASIA","Shopify","unknown","unknown","unknown","Guest",2443,403294,"165.00"
"2018-05-07",19,5,2018,"SOUTH AMERICA","Retail","unknown","unknown","unknown","Guest",386493,15249286,"39.00"
"2018-05-07",19,5,2018,"OCEANIA","Retail","C2","Middle Aged","Couples","Existing",120580,5088126,"42.00"
"2018-05-07",19,5,2018,"ASIA","Shopify","F1","Young Adults","Families","New",139,20530,"147.00"
"2018-04-30",18,4,2018,"SOUTH AMERICA","Shopify","C2","Middle Aged","Couples","Existing",84,16322,"194.00"
"2018-04-30",18,4,2018,"CANADA","Retail","C2","Middle Aged","Couples","New",13280,414106,"31.00"
"2018-04-30",18,4,2018,"ASIA","Shopify","unknown","unknown","unknown","New",176,28632,"162.00"
"2018-04-30",18,4,2018,"EUROPE","Shopify","C4","Retires","Couples","Existing",6,1311,"218.00"
"2018-04-30",18,4,2018,"USA","Retail","unknown","unknown","unknown","New",21959,981244,"44.00"
"2018-04-30",18,4,2018,"ASIA","Shopify","C3","Retires","Couples","Existing",999,195440,"195.00"
"2018-04-30",18,4,2018,"EUROPE","Retail","F2","Middle Aged","Families","New",1734,71413,"41.00"
"2018-04-30",18,4,2018,"ASIA","Retail","C4","Retires","Couples","Existing",81353,3795443,"46.00"
"2018-04-30",18,4,2018,"ASIA","Shopify","unknown","unknown","unknown","Existing",160,30825,"192.00"
"2018-04-30",18,4,2018,"CANADA","Shopify","F3","Retires","Families","Existing",344,71805,"208.00"
"2018-04-30",18,4,2018,"AFRICA","Shopify","unknown","unknown","unknown","New",207,34243,"165.00"
"2018-04-30",18,4,2018,"EUROPE","Shopify","F3","Retires","Families","New",5,1423,"284.00"
"2018-04-30",18,4,2018,"SOUTH AMERICA","Shopify","unknown","unknown","unknown","Guest",852,163989,"192.00"
"2018-04-30",18,4,2018,"AFRICA","Retail","C1","Young Adults","Couples","New",93648,2439360,"26.00"
"2018-04-30",18,4,2018,"SOUTH AMERICA","Shopify","F3","Retires","Families","Existing",10,1676,"167.00"
"2018-04-30",18,4,2018,"OCEANIA","Retail","C1","Young Adults","Couples","New",149431,3640452,"24.00"
"2018-04-30",18,4,2018,"AFRICA","Shopify","F3","Retires","Families","New",93,14781,"158.00"
"2018-04-30",18,4,2018,"OCEANIA","Shopify","C1","Young Adults","Couples","Existing",1625,288807,"177.00"
"2018-04-30",18,4,2018,"CANADA","Retail","F3","Retires","Families","New",18563,679717,"36.00"
"2018-04-30",18,4,2018,"EUROPE","Retail","C1","Young Adults","Couples","New",4328,136082,"31.00"
"2018-04-30",18,4,2018,"SOUTH AMERICA","Shopify","F1","Young Adults","Families","New",3,427,"142.00"
"2018-04-30",18,4,2018,"CANADA","Shopify","C2","Middle Aged","Couples","Existing",351,62420,"177.00"
"2018-04-30",18,4,2018,"OCEANIA","Shopify","C2","Middle Aged","Couples","New",439,70658,"160.00"
"2018-04-30",18,4,2018,"USA","Shopify","F1","Young Adults","Families","New",98,16345,"166.00"
"2018-04-30",18,4,2018,"ASIA","Retail","F3","Retires","Families","New",84543,2687663,"31.00"
"2018-04-30",18,4,2018,"USA","Retail","C3","Retires","Couples","New",40983,1673164,"40.00"
"2018-04-30",18,4,2018,"USA","Shopify","F1","Young Adults","Families","Existing",905,183166,"202.00"
"2018-04-30",18,4,2018,"OCEANIA","Shopify","C2","Middle Aged","Couples","Existing",2524,498322,"197.00"
"2018-04-30",18,4,2018,"OCEANIA","Shopify","F3","Retires","Families","New",129,18702,"144.00"
"2018-04-30",18,4,2018,"CANADA","Retail","C3","Retires","Couples","New",26486,937653,"35.00"
"2018-04-30",18,4,2018,"CANADA","Retail","F3","Retires","Families","Existing",75033,4392922,"58.00"
"2018-04-30",18,4,2018,"CANADA","Shopify","F2","Middle Aged","Families","New",62,10880,"175.00"
